SOC Code,Blind Employed,Occupational Title_IDB,Occupational Title_BLS,Active Learning_IM,Active Learning_LV,Active Listening_IM,Active Listening_LV,Complex Problem Solving_IM,Complex Problem Solving_LV,Coordination_IM,Coordination_LV,Critical Thinking_IM,Critical Thinking_LV,Equipment Maintenance_IM,Equipment Maintenance_LV,Equipment Selection_IM,Equipment Selection_LV,Installation_IM,Installation_LV,Instructing_IM,Instructing_LV,Judgment and Decision Making_IM,Judgment and Decision Making_LV,Learning Strategies_IM,Learning Strategies_LV,Management of Financial Resources_IM,Management of Financial Resources_LV,Management of Material Resources_IM,Management of Material Resources_LV,Management of Personnel Resources_IM,Management of Personnel Resources_LV,Mathematics_IM,Mathematics_LV,Monitoring_IM,Monitoring_LV,Negotiation_IM,Negotiation_LV,Operation and Control_IM,Operation and Control_LV,Operations Analysis_IM,Operations Analysis_LV,Operations Monitoring_IM,Operations Monitoring_LV,Persuasion_IM,Persuasion_LV,Programming_IM,Programming_LV,Quality Control Analysis_IM,Quality Control Analysis_LV,Reading Comprehension_IM,Reading Comprehension_LV,Repairing_IM,Repairing_LV,Science_IM,Science_LV,Service Orientation_IM,Service Orientation_LV,Social Perceptiveness_IM,Social Perceptiveness_LV,Speaking_IM,Speaking_LV,Systems Analysis_IM,Systems Analysis_LV,Systems Evaluation_IM,Systems Evaluation_LV,Technology Design_IM,Technology Design_LV,Time Management_IM,Time Management_LV,Troubleshooting_IM,Troubleshooting_LV,Writing_IM,Writing_LV,Employment,Projected Employment,Projected Growth,Projected Growth Text,Projected Annual Job Openings
39-9011.01,0,,Nannies,3.0,3.0,3.88,3.0,3.38,3.0,3.5,3.12,3.62,3.12,1.0,0.0,1.0,0.0,1.0,0.0,3.25,3.0,3.62,3.0,3.25,3.12,2.0,1.38,2.0,1.62,2.38,2.12,1.62,0.75,3.88,3.5,3.0,3.0,1.88,1.25,1.88,1.0,1.88,1.25,3.62,3.12,1.0,0.0,1.88,1.12,3.0,3.0,1.0,0.0,1.62,0.62,3.75,3.5,3.88,3.75,3.75,3.0,2.12,2.0,2.88,2.5,1.88,1.0,3.5,3.0,1.38,0.38,3.0,2.88,945900,927400,-2.0,Decline,153100
39-9031.00,1,Wellness Coordinator,Exercise Trainers and Group Fitness Instructors,3.0,2.88,3.25,3.25,2.88,2.75,3.0,3.0,3.0,3.12,1.75,0.88,1.62,1.0,1.0,0.0,4.0,3.62,3.0,2.88,3.25,3.62,1.12,0.12,1.75,0.88,2.38,2.25,1.75,0.75,3.25,3.62,2.0,1.75,1.75,0.88,2.38,2.12,1.75,1.5,3.0,3.0,1.25,0.25,1.88,1.62,2.88,3.12,1.25,0.25,1.62,0.62,3.88,3.25,3.25,3.25,3.5,3.25,2.38,2.12,2.25,2.5,1.75,0.88,2.88,2.88,1.88,1.62,2.75,2.75,329500,374600,14.0,Much faster than average,69000
39-9032.00,1,Line Cook,Recreation Workers,3.12,3.12,4.0,4.0,3.12,3.0,4.0,4.0,3.25,3.62,1.0,0.0,1.38,0.38,1.0,0.0,3.75,3.38,3.0,3.0,3.12,3.12,2.0,2.12,2.62,2.38,3.12,3.38,2.12,2.0,3.75,3.38,3.0,2.88,1.62,0.75,2.0,1.88,2.0,1.75,3.12,3.12,1.38,0.38,1.88,1.5,3.12,3.25,1.0,0.0,1.62,0.62,4.0,3.75,4.0,4.0,4.0,4.0,2.88,2.75,2.75,2.75,1.88,1.0,3.25,3.12,1.88,0.88,3.12,3.12,289400,302700,5.0,Faster than average,61700
39-9041.00,1,Residential Advisor,Residential Advisors,3.0,3.0,3.88,3.88,3.12,3.0,3.75,3.38,3.62,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.88,3.0,3.12,3.12,2.75,2.88,2.12,2.0,2.25,2.12,2.88,3.0,2.0,2.0,3.75,3.62,3.62,3.0,1.75,1.0,2.0,1.75,2.0,2.0,3.38,3.0,1.38,0.5,2.0,1.25,3.12,3.38,1.0,0.0,1.38,0.38,3.62,3.12,4.0,3.5,3.75,3.88,2.75,2.88,2.75,2.75,1.88,0.88,3.62,3.25,1.75,0.88,3.0,3.0,95700,101400,6.0,Faster than average,17600
41-1011.00,1,Store Manager,First-Line Supervisors of Retail Sales Workers,3.0,3.38,3.88,3.62,3.0,3.5,3.5,3.62,3.5,3.88,1.0,0.0,1.0,0.0,1.0,0.0,3.25,3.62,3.12,3.0,3.0,3.5,2.5,2.75,2.62,2.75,3.25,3.62,2.75,3.0,3.5,3.88,3.25,3.62,1.5,0.88,2.5,2.12,1.88,1.5,3.25,3.62,1.75,1.0,2.12,2.0,3.0,3.88,1.0,0.0,1.0,0.0,3.75,3.75,3.5,3.75,3.75,3.88,3.0,2.88,3.0,3.0,1.88,0.88,3.12,3.62,1.38,0.38,3.0,3.62,1405800,1311800,-7.0,Decline,123700
41-1012.00,0,,First-Line Supervisors of Non-Retail Sales Workers,3.5,3.62,4.0,4.0,3.62,3.62,3.88,4.0,3.62,3.88,1.0,0.0,1.0,0.0,1.0,0.0,3.25,4.0,3.88,3.88,3.25,3.62,2.88,3.0,2.88,3.0,4.0,4.0,3.0,3.0,4.0,4.25,3.62,3.75,1.62,0.88,2.0,2.12,1.75,1.0,3.75,3.88,1.5,0.62,2.25,2.0,3.62,4.12,1.0,0.0,1.0,0.0,3.12,3.12,3.88,4.0,4.0,4.0,3.12,3.12,3.12,3.5,1.5,0.5,3.88,4.0,1.12,0.12,3.62,4.0,364400,356400,-2.0,Decline,28200
41-2011.00,1,Cashier; job retention,Cashiers,2.38,2.25,3.12,2.88,2.25,2.12,2.88,2.62,2.88,2.62,1.0,0.0,1.0,0.0,1.0,0.0,2.62,2.25,2.88,2.12,2.12,2.12,1.5,0.5,1.5,0.5,2.25,2.38,3.0,2.25,2.88,2.5,2.62,2.12,1.88,1.38,1.12,0.25,1.88,1.62,2.62,2.12,1.12,0.12,1.62,0.75,2.88,2.62,1.0,0.0,1.0,0.0,3.25,2.75,3.0,2.62,3.12,2.88,2.0,2.0,2.0,1.75,1.0,0.0,2.88,2.62,1.5,0.5,2.25,2.38,3345800,2997700,-10.0,Decline,577600
41-2012.00,0,,Gambling Change Persons and Booth Cashiers,2.0,2.12,3.0,3.0,2.88,2.25,3.0,2.38,2.88,2.88,1.62,1.0,1.62,1.0,1.0,0.0,2.38,2.12,2.75,2.12,2.0,2.12,2.12,1.12,2.0,1.0,2.25,2.12,2.88,2.5,2.88,2.5,2.62,2.12,2.0,1.75,1.12,0.25,2.38,2.12,2.62,2.25,1.25,0.38,2.25,2.0,3.12,3.0,2.0,1.62,1.0,0.0,3.0,2.88,3.0,2.12,3.0,2.75,2.0,1.62,2.0,1.5,1.0,0.0,2.38,1.75,2.12,1.75,2.75,2.62,19400,18300,-6.0,Decline,3500
41-2021.00,1,Retention: Mygofer Department Lead,Counter and Rental Clerks,2.75,2.25,3.75,3.12,2.75,2.38,3.0,3.0,3.12,2.88,1.62,0.62,1.62,0.75,1.0,0.0,2.5,2.62,2.88,2.25,2.12,2.0,2.0,1.75,2.12,1.88,2.38,2.25,2.25,2.25,3.0,2.88,2.88,2.88,2.0,2.0,1.0,0.0,2.38,2.25,2.88,2.88,1.38,0.5,1.62,1.0,3.25,3.12,1.62,0.62,1.0,0.0,3.38,3.25,3.12,2.88,3.38,3.0,2.0,1.88,2.0,1.88,1.62,0.75,3.0,2.38,1.62,1.0,3.0,3.0,380800,391200,3.0,Average,45700
41-2022.00,0,,Parts Salespersons,2.88,3.12,4.0,3.88,2.88,2.88,2.88,3.0,3.25,3.25,1.88,1.75,2.12,2.0,1.0,0.0,2.88,2.5,3.0,2.88,2.38,2.12,1.5,0.5,2.12,1.62,2.12,2.0,2.75,2.5,3.12,3.0,2.88,3.0,2.0,2.0,1.25,0.25,2.25,2.12,3.75,3.25,1.38,0.38,2.12,2.12,3.62,3.12,1.88,1.75,1.0,0.0,3.62,3.12,3.38,2.88,4.0,3.38,2.25,2.0,2.12,2.0,1.5,0.5,3.0,2.75,2.0,1.75,3.0,2.75,266100,268700,1.0,Little or no change,31400
41-2031.00,1,Sales Associate,Retail Salespersons,3.0,2.88,3.75,3.75,2.75,2.5,3.0,3.0,3.12,3.12,1.0,0.0,1.0,0.0,1.0,0.0,2.88,2.75,2.88,2.75,2.62,2.25,2.12,1.25,2.0,1.0,2.38,2.12,2.62,2.0,3.0,3.12,3.5,3.75,2.0,1.38,1.5,0.62,2.0,1.5,3.88,4.0,1.25,0.25,2.0,1.25,3.0,3.12,1.0,0.0,1.0,0.0,3.75,3.88,3.5,3.12,3.75,3.12,2.0,1.88,2.0,2.0,1.88,1.0,3.0,2.88,1.75,0.88,3.0,3.0,3765600,3686400,-2.0,Decline,531700
41-3011.00,0,,Advertising Sales Agents,2.88,3.62,3.75,4.0,3.0,3.12,3.12,3.25,3.25,3.75,1.0,0.0,1.0,0.0,1.0,0.0,2.25,2.75,3.25,3.25,2.62,2.62,2.0,1.88,2.0,1.75,2.38,2.38,2.75,2.75,3.0,3.38,3.75,3.88,2.0,2.0,2.12,2.0,2.0,2.0,4.0,4.0,1.88,1.12,1.62,0.75,3.38,3.88,1.0,0.0,1.0,0.0,3.88,3.75,3.88,3.62,4.12,4.0,3.0,2.88,2.12,2.75,1.88,1.12,3.0,3.0,1.0,0.0,3.12,3.38,111400,103400,-7.0,Decline,10500
41-3021.00,0,,Insurance Sales Agents,3.0,3.38,3.88,4.0,2.88,3.12,3.0,3.0,3.75,3.88,1.0,0.0,1.0,0.0,1.0,0.0,2.62,2.88,3.0,3.25,2.75,2.75,1.25,0.25,1.12,0.12,2.0,1.88,3.0,3.0,2.88,3.0,3.25,3.38,1.75,1.0,1.88,1.5,1.75,1.25,3.62,3.88,1.75,0.75,1.12,0.12,4.0,4.0,1.0,0.0,1.12,0.12,3.38,3.5,3.12,3.0,3.88,4.0,2.75,3.0,2.75,3.0,1.75,0.75,3.5,3.0,1.0,0.0,3.62,3.62,536800,579300,8.0,Faster than average,48300
41-3031.00,0,,"Securities, Commodities, and Financial Services Sales Agents",3.5,3.75,3.75,3.88,3.38,3.5,2.88,3.12,3.75,3.75,1.12,0.12,1.12,0.38,1.12,0.12,2.88,3.25,3.62,3.5,2.62,2.88,3.12,2.75,2.0,1.38,2.75,2.62,3.12,3.25,3.62,3.75,3.0,3.25,1.12,0.12,2.0,1.62,1.62,0.88,3.5,3.62,1.88,1.5,1.38,0.88,3.5,3.75,1.0,0.0,1.25,0.38,3.25,3.62,3.38,3.25,3.5,3.75,3.25,3.38,3.12,3.62,1.62,0.88,3.12,2.88,1.12,0.12,3.38,3.5,482200,517700,7.0,Faster than average,40100
41-3041.00,0,,Travel Agents,3.12,3.12,4.12,4.0,3.0,2.88,3.12,2.88,3.12,3.75,1.0,0.0,1.12,0.12,1.0,0.0,2.62,2.62,3.38,3.0,2.5,2.25,2.12,2.0,1.75,0.75,1.88,1.62,2.88,2.5,3.0,2.88,3.12,3.25,1.62,0.62,1.75,1.25,1.75,0.75,3.62,3.5,1.75,0.75,1.25,0.25,4.0,3.75,1.0,0.0,1.25,0.25,4.12,4.0,3.75,3.12,4.0,3.12,2.38,2.0,2.25,2.0,1.75,0.88,3.0,2.88,1.0,0.0,3.12,3.0,66300,68600,4.0,Average,8600
41-4011.00,0,,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.5,3.75,4.12,4.12,3.38,3.12,3.62,3.38,3.38,3.75,1.0,0.0,1.62,0.62,1.0,0.0,2.88,3.12,3.12,3.38,2.75,3.0,2.62,2.62,2.5,2.5,2.62,2.5,2.88,2.88,3.12,3.12,4.0,4.0,2.0,1.25,2.12,2.5,1.88,1.62,4.25,4.0,2.0,1.0,1.88,1.12,3.75,4.12,1.0,0.0,1.5,0.62,3.75,3.38,3.88,3.75,4.25,4.0,2.88,3.0,2.12,2.62,2.0,1.62,3.12,3.0,1.0,0.0,3.38,3.62,305600,317100,4.0,Average,28500
41-4011.07,0,,Solar Sales Representatives and Assessors,3.12,3.38,3.88,3.75,3.25,3.12,3.12,3.38,3.5,3.75,1.0,0.0,1.25,0.62,1.12,0.12,2.75,3.12,3.12,3.12,2.5,2.5,2.12,2.0,1.88,1.5,2.38,2.0,2.75,3.25,3.12,3.38,3.38,3.5,1.75,1.5,2.0,1.88,1.75,1.25,3.5,3.75,1.62,0.75,2.0,2.0,3.5,3.88,1.0,0.0,1.38,0.88,3.62,3.62,3.5,3.38,4.0,3.88,2.75,2.88,2.62,3.0,1.88,1.5,3.0,2.75,1.62,1.12,3.25,3.38,305600,317100,4.0,Average,28500
41-4012.00,0,,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3.12,3.25,4.0,4.0,3.12,3.0,3.12,3.12,3.5,3.75,1.0,0.0,1.0,0.0,1.0,0.0,2.75,2.75,3.12,3.0,2.25,2.12,1.88,1.0,1.88,1.0,1.88,1.75,2.25,2.25,3.12,3.25,3.75,3.88,1.75,1.0,1.75,1.25,1.62,0.75,3.75,4.0,1.5,0.5,1.25,0.38,3.38,3.75,1.0,0.0,1.0,0.0,3.12,3.12,3.75,3.5,4.0,4.0,2.25,2.12,2.25,2.12,1.62,0.75,3.0,3.0,1.0,0.0,3.25,3.25,1344300,1353400,1.0,Little or no change,119500
41-9011.00,1,Food Demonstrator / Supported Employment,Demonstrators and Product Promoters,2.88,3.0,3.88,3.62,3.0,2.38,3.0,3.25,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.38,3.0,3.0,2.62,2.75,2.75,1.62,0.62,1.62,0.88,2.38,2.38,2.12,1.88,3.0,3.12,2.38,2.88,1.75,0.88,2.0,2.0,2.12,2.0,3.5,3.88,1.12,0.12,2.12,1.88,3.25,3.25,1.0,0.0,1.0,0.0,3.25,3.12,3.0,3.25,3.88,3.88,2.12,2.0,2.25,2.12,1.88,0.88,3.0,2.88,2.0,1.62,3.0,3.0,45000,46800,4.0,Average,8500
41-9012.00,0,,Models,1.88,1.62,2.75,2.62,1.88,1.75,2.62,2.0,2.62,1.88,1.0,0.0,1.0,0.0,1.0,0.0,1.25,0.38,2.12,1.88,1.12,0.12,1.0,0.0,1.0,0.0,1.5,0.75,1.25,0.25,1.88,1.75,2.0,1.75,1.0,0.0,1.38,0.38,1.0,0.0,2.0,1.75,1.0,0.0,1.12,0.12,2.5,2.0,1.0,0.0,1.0,0.0,1.88,1.62,2.88,2.62,2.75,2.12,1.75,0.75,1.12,0.12,1.5,0.5,2.5,2.0,1.0,0.0,2.0,2.0,2200,2200,1.0,Little or no change,400
41-9021.00,0,,Real Estate Brokers,3.62,3.75,3.88,4.0,3.0,2.88,3.12,2.88,3.88,3.88,1.0,0.0,1.0,0.0,1.0,0.0,2.5,2.25,3.38,4.0,2.5,2.0,2.12,2.0,1.75,0.88,2.62,2.75,2.88,3.0,3.12,3.38,3.62,4.0,1.75,1.0,1.62,1.0,1.75,0.75,3.5,4.0,1.5,0.5,2.62,2.25,3.88,4.12,1.0,0.0,1.12,0.12,3.25,3.25,3.38,3.12,4.0,4.0,2.38,2.25,2.25,2.38,1.38,0.38,3.0,3.0,1.62,0.62,3.38,3.5,127200,131600,4.0,Average,11200
41-9022.00,1,Real Estate Sales,Real Estate Sales Agents,3.12,3.25,4.0,4.0,3.12,3.0,3.75,3.62,3.62,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.62,3.0,3.25,3.75,2.5,2.38,2.12,2.12,1.75,1.38,2.75,2.75,3.12,3.25,3.0,3.0,3.88,3.88,1.75,1.5,1.75,1.25,1.75,1.5,3.62,4.12,1.62,0.62,2.12,2.0,3.38,4.0,1.0,0.0,1.12,0.12,3.5,3.75,3.75,3.75,4.0,4.0,2.62,2.75,2.62,3.0,1.62,0.62,3.38,3.12,1.75,0.88,3.38,3.5,462600,477600,3.0,Average,40500
41-9031.00,0,,Sales Engineers,3.75,4.12,4.0,4.12,3.88,4.0,3.38,3.62,4.0,4.0,1.0,0.0,1.88,1.0,1.0,0.0,3.38,3.75,4.0,4.0,3.0,3.38,2.38,2.38,2.25,2.38,2.62,3.0,3.0,3.62,2.88,3.5,3.88,4.0,1.62,1.0,2.75,2.75,1.88,1.75,4.12,4.25,1.88,1.38,1.88,1.75,4.0,4.88,1.0,0.0,2.12,2.0,3.75,3.88,4.0,3.88,4.12,4.25,3.62,3.88,3.5,3.75,2.75,2.88,3.5,3.12,1.75,1.5,3.75,4.0,60900,63800,5.0,Faster than average,5900
41-9041.00,1,Tele-Recruiter,Telemarketers,2.0,1.62,4.0,3.88,2.38,2.0,2.5,2.25,3.0,3.12,1.0,0.0,1.0,0.0,1.0,0.0,2.25,1.25,2.38,2.12,1.5,0.75,1.25,0.25,1.25,0.25,1.62,1.12,1.38,0.5,2.25,2.12,3.0,2.62,1.12,0.12,1.38,0.38,1.25,0.25,4.12,3.62,1.25,0.25,1.12,0.12,3.25,3.25,1.0,0.0,1.0,0.0,3.5,3.12,3.25,3.0,4.12,3.75,1.75,0.88,1.62,0.88,1.25,0.25,2.38,2.12,1.0,0.0,2.5,2.5,97700,77600,-21.0,Decline,9800
41-9091.00,1,Maintenance Worker,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2.62,2.62,3.38,3.12,2.62,2.25,3.25,3.12,2.88,3.12,1.0,0.0,1.0,0.0,1.0,0.0,2.38,2.12,3.0,2.88,2.25,2.0,1.62,0.88,1.75,1.25,1.88,1.38,1.88,1.12,2.75,2.88,3.25,3.38,1.38,0.62,1.75,1.12,1.38,0.38,4.0,4.0,1.62,0.62,1.12,0.12,3.0,2.75,1.0,0.0,1.0,0.0,3.62,3.12,3.75,3.12,4.0,3.38,2.0,1.75,2.12,2.0,1.75,0.75,2.75,2.88,1.0,0.0,2.88,2.75,36400,30600,-16.0,Decline,4000
43-1011.00,1,Supervisor Telecommunicator,First-Line Supervisors of Office and Administrative Support Workers,3.75,3.75,4.0,3.88,3.38,3.25,4.0,3.75,3.88,3.88,1.0,0.0,1.0,0.0,1.0,0.0,3.75,3.62,3.75,3.12,3.62,3.75,2.5,2.62,2.75,2.62,3.75,3.75,2.75,2.75,4.0,4.0,3.62,3.62,1.12,0.25,2.38,2.5,2.25,2.0,3.62,3.5,1.88,1.0,2.88,2.75,4.0,3.75,1.0,0.0,1.0,0.0,3.62,3.5,4.0,3.88,4.0,4.0,3.0,3.0,3.12,3.0,1.5,0.62,3.75,3.75,2.0,1.38,3.75,3.75,1567200,1486400,-5.0,Decline,137700
43-2011.00,0,,"Switchboard Operators, Including Answering Service",2.5,2.25,4.0,3.0,2.5,2.12,3.0,2.62,2.75,2.75,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.88,2.62,2.12,2.0,1.88,1.0,0.0,1.0,0.0,1.88,1.38,1.88,1.25,2.88,2.5,2.12,2.12,1.75,0.75,1.38,0.5,2.0,1.38,2.38,2.25,1.25,0.38,1.62,0.75,3.0,2.88,1.0,0.0,1.0,0.0,3.12,2.88,3.5,3.0,3.88,2.88,2.0,1.62,1.88,0.88,1.0,0.0,2.75,2.25,1.5,0.5,2.75,2.38,48400,36200,-25.0,Decline,2900
43-2021.00,0,,Telephone Operators,2.38,2.0,4.0,3.5,2.75,2.62,2.62,2.25,3.0,3.25,1.0,0.0,1.0,0.0,1.0,0.0,2.12,1.62,2.38,1.88,2.12,1.88,1.5,0.62,1.5,0.5,2.0,1.5,1.88,1.38,2.62,2.38,2.25,1.88,1.12,0.25,1.5,0.75,1.75,1.12,2.38,2.0,1.62,0.62,1.12,0.12,3.0,2.75,1.0,0.0,1.0,0.0,3.75,3.38,3.25,2.88,4.0,3.38,2.0,1.5,1.88,1.25,1.5,0.5,2.5,2.0,1.0,0.0,2.38,2.5,4100,3000,-27.0,Decline,400
43-3011.00,1,Collections Rep,Bill and Account Collectors,2.88,2.75,3.88,3.62,2.88,2.88,2.88,2.88,3.12,3.5,1.0,0.0,1.0,0.0,1.0,0.0,2.38,2.38,2.88,2.75,2.12,2.12,1.5,0.75,1.5,0.5,2.12,2.0,2.62,2.62,3.0,2.88,3.0,3.12,1.0,0.0,1.12,0.25,1.88,1.0,3.38,3.62,1.25,0.38,1.62,0.88,3.12,3.62,1.0,0.0,1.0,0.0,3.0,2.75,3.38,3.0,3.88,3.62,2.25,2.38,2.0,2.0,1.0,0.0,3.0,2.88,1.5,0.5,3.25,3.12,209700,189600,-10.0,Decline,19200
43-3021.00,0,,Billing and Posting Clerks,2.75,2.62,3.12,3.38,2.88,2.62,2.75,2.62,3.12,3.25,1.38,0.5,1.38,0.5,1.0,0.0,2.12,2.38,2.88,2.75,2.38,2.62,1.5,0.88,1.62,0.88,2.25,2.12,3.25,2.88,3.12,2.62,2.25,2.25,1.5,1.0,1.25,0.38,1.88,1.38,2.12,2.12,2.0,1.12,1.75,1.12,3.62,3.38,1.5,0.88,1.12,0.12,2.88,2.75,2.88,2.62,3.12,3.12,2.25,2.12,2.25,2.25,1.25,0.38,3.12,2.75,1.62,1.0,3.0,2.88,456300,456400,0.0,Little or no change,46700
43-3031.00,1,Receptionist,"Bookkeeping, Accounting, and Auditing Clerks",2.75,3.12,3.25,3.75,2.88,2.88,2.88,2.75,3.25,3.25,1.0,0.0,1.0,0.0,1.0,0.0,2.12,2.0,2.75,2.88,2.0,1.88,2.0,1.75,1.75,0.88,2.12,2.0,3.38,3.38,3.0,2.88,2.25,2.38,1.12,0.12,1.38,0.38,1.62,0.62,2.25,2.12,1.38,0.38,1.12,0.12,3.25,3.75,1.0,0.0,1.12,0.12,2.88,2.88,2.75,2.75,3.12,3.12,2.12,2.12,2.12,2.12,1.12,0.12,3.0,2.88,1.0,0.0,3.12,3.12,1735800,1627500,-6.0,Decline,183900
43-3041.00,0,,Gambling Cage Workers,2.38,2.25,3.25,3.12,2.25,2.25,2.88,2.75,3.0,3.25,1.0,0.0,1.0,0.0,1.0,0.0,2.88,2.75,2.88,2.38,2.38,2.12,1.88,1.0,1.5,0.75,2.25,2.25,3.25,2.88,3.0,3.0,2.88,2.62,2.0,1.38,1.12,0.12,2.12,1.5,2.88,2.25,1.25,0.38,2.0,1.75,3.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.5,3.0,2.0,1.38,2.0,1.25,1.0,0.0,3.0,2.75,1.38,0.5,3.0,3.0,12200,11500,-5.0,Decline,1100
43-3051.00,1,Office Administrator,Payroll and Timekeeping Clerks,2.75,2.88,3.75,3.38,3.0,3.0,2.75,2.12,3.12,3.12,1.0,0.0,1.0,0.0,1.0,0.0,2.25,2.12,2.88,2.88,2.25,2.62,1.25,0.25,1.0,0.0,2.0,2.0,3.25,3.12,3.0,3.0,2.0,2.0,1.0,0.0,1.25,0.38,1.88,1.0,2.0,2.0,1.88,1.0,1.62,0.75,3.88,3.75,1.0,0.0,1.0,0.0,3.0,2.75,2.88,2.88,3.12,3.12,2.12,2.25,2.0,1.88,1.38,0.38,2.88,3.0,1.0,0.0,3.12,3.12,165400,138300,-16.0,Decline,12500
43-3061.00,1,Construction Worker,Procurement Clerks,3.25,3.62,3.88,4.0,3.5,3.12,3.12,2.88,3.75,3.75,1.0,0.0,1.0,0.0,1.0,0.0,2.5,2.25,3.5,3.12,2.38,2.38,2.38,2.62,2.38,2.12,2.75,2.75,3.0,2.38,3.62,3.0,2.88,3.5,1.0,0.0,1.88,1.25,1.25,0.25,2.88,2.38,1.38,0.62,1.62,0.88,4.0,4.0,1.0,0.0,1.0,0.0,3.12,3.0,3.62,3.0,4.0,3.88,2.25,2.38,2.25,2.0,1.5,0.5,3.0,3.0,1.0,0.0,3.62,3.25,65300,60400,-8.0,Decline,5400
43-3071.00,0,,Tellers,2.88,3.0,3.5,3.62,2.88,2.88,2.88,2.75,3.12,3.25,1.0,0.0,1.0,0.0,1.0,0.0,2.88,2.88,2.88,2.88,2.25,2.5,1.62,1.0,1.5,0.88,2.38,2.25,3.0,2.75,3.12,3.12,2.5,2.12,2.0,1.38,1.12,0.25,2.0,2.0,2.75,2.38,1.25,0.38,1.88,1.5,3.12,3.25,1.0,0.0,1.0,0.0,3.12,3.0,3.12,3.0,3.25,3.0,2.12,2.12,2.38,2.25,1.38,0.5,3.0,2.88,1.5,0.62,3.0,3.0,364100,311100,-15.0,Decline,29000
43-4011.00,0,,Brokerage Clerks,3.0,3.0,3.88,3.88,2.88,2.88,2.88,2.88,3.38,3.62,1.0,0.0,1.0,0.0,1.0,0.0,2.5,2.0,3.0,2.88,2.62,2.75,2.0,1.25,1.88,1.0,2.62,2.12,3.0,3.5,3.12,3.0,2.88,2.5,1.12,0.25,1.75,0.75,1.88,1.12,2.5,2.12,2.0,1.75,1.12,0.12,3.75,3.75,1.0,0.0,1.0,0.0,3.0,3.12,3.0,3.0,3.88,3.62,2.88,2.12,2.5,2.25,1.0,0.0,3.5,3.12,1.0,0.0,3.12,3.5,43700,39800,-9.0,Decline,4300
43-4021.00,0,,Correspondence Clerks,2.75,2.75,3.75,3.88,2.88,2.75,2.88,2.88,3.38,3.75,1.0,0.0,1.0,0.0,1.0,0.0,2.25,2.0,3.25,3.0,2.62,2.38,1.38,0.38,1.5,0.5,2.25,2.25,2.75,2.5,2.88,2.75,2.62,2.75,1.12,0.12,1.25,0.25,1.38,0.38,2.75,2.88,1.38,0.38,1.5,0.5,3.75,4.0,1.0,0.0,1.25,0.25,3.0,3.0,3.12,2.88,3.5,3.5,2.12,2.12,2.12,2.12,1.25,0.25,3.0,2.88,1.0,0.0,4.0,4.12,6000,5600,-6.0,Decline,600
43-4031.00,0,,"Court, Municipal, and License Clerks",2.62,2.62,3.62,3.62,2.88,2.62,3.0,3.0,3.25,3.38,1.25,0.25,1.38,0.5,1.0,0.0,2.38,2.38,3.0,2.62,2.5,2.62,1.75,1.25,1.5,1.0,2.75,2.62,2.38,2.12,3.0,2.88,2.12,2.25,1.5,0.75,1.25,0.38,1.75,1.12,2.38,2.12,1.75,0.88,1.75,1.12,3.38,3.62,1.25,0.25,1.12,0.12,3.12,3.0,3.25,2.75,3.62,3.62,2.5,2.25,2.25,2.25,1.5,0.75,3.12,3.0,1.25,0.5,3.38,3.5,170600,175700,3.0,Average,17700
43-4041.00,0,,"Credit Authorizers, Checkers, and Clerks",3.12,3.0,4.12,3.81,3.06,3.06,3.06,3.0,3.56,3.5,1.0,0.0,1.0,0.0,1.0,0.0,2.31,2.88,3.37,3.25,2.37,2.25,1.44,0.69,1.31,0.44,2.44,2.31,2.25,1.75,3.06,3.0,2.94,2.56,1.0,0.0,1.0,0.0,1.06,0.06,2.69,2.56,1.19,0.38,1.0,0.0,3.62,3.63,1.0,0.0,1.12,0.12,2.62,2.81,3.31,2.94,3.88,3.56,2.25,2.06,2.31,2.12,1.0,0.0,3.19,2.88,1.0,0.0,3.44,3.44,16400,15500,-6.0,Decline,1200
43-4051.00,1,"Stock Clerks, Sales Floor",Customer Service Representatives,2.88,2.88,4.0,4.0,3.12,3.0,2.88,3.0,3.25,3.5,1.0,0.0,1.0,0.0,1.0,0.0,2.75,2.88,2.88,3.0,2.62,2.88,1.38,0.5,1.38,0.5,2.38,2.12,2.25,2.25,3.0,3.0,3.0,3.0,1.0,0.0,1.62,0.62,1.75,1.0,3.0,3.0,1.5,0.62,1.12,0.12,3.38,3.12,1.0,0.0,1.0,0.0,4.0,3.62,3.0,3.0,3.88,3.75,2.25,2.12,2.25,2.12,1.88,0.88,3.12,3.0,1.0,0.0,3.0,3.0,2982900,2820200,-6.0,Decline,373400
